Nom;Nom complet;sexe;race;couleurs;poids
Inès;Inès de Estonie;2;tchin;violet;11.0
Chloé;Chloé de Italie;2;kangai;orange,orange;19.3
Nolan;Nolan de Allemagne;1;iriredse;indigo,jaune;14.7
Clara;Clara de Belgique;2;labrador;orange,vert;16.0
Enzo;Enzo de Italie;1;westie;vert,violet;17.5
Léa;Léa de Irlande;2;estrela;rouge,bleu;9.1
Léo;Léo de Malte;1;estrela;orange,jaune;12.8
Clara;Clara de Allemagne;2;labrador;jaune;13.9
Nolan;Nolan de Chypre;1;jackrute;violet;8.0
Eva;Eva de Lettonie;2;tchin;vert,bleu,jaune;8.1
Louis;Louis de Irlande;1;jackrute;bleu;8.8
Manon;Manon de Grèce;2;westie;jaune;2.8
Mathis;Mathis de Portugal;1;irisett;jaune,violet,orange;0.8
Louise;Louise de Pays-Bas;2;tchin;rouge,indigo,jaune;9.4
Jules;Jules de Slovénie;1;kangai;vert,orange,violet;1.8
Lola;Lola de Irlande;2;akita;jaune;5.0
Louise;Louise de Autriche;2;harrier;indigo;7.5
Jade;Jade de Grèce;2;kangai;bleu,indigo;6.9
Gabriel;Gabriel de Luxembourg;1;akitinu;vert;13.5
Timéo;Timéo de Finlande;1;harrier;bleu,indigo;14.6
Lucas;Lucas de Irlande;1;akita;violet,violet,indigo;13.7
Eva;Eva de France;2;labrador;orange,violet;7.2
Noah;Noah de Espagne;1;jackrute;violet,jaune;1.3
Noah;Noah de Belgique;1;akita;vert,violet;11.8
Lina;Lina de Estonie;2;akita;bleu,violet,bleu;9.4
Gabriel;Gabriel de Lettonie;1;iriredse;rouge,jaune,bleu;3.5
Lilou;Lilou de Pays-Bas;2;iriredse;bleu;6.8
Noah;Noah de Belgique;1;basset_alp;violet,violet;1.7
Sarah;Sarah de Autriche;2;akita;orange,indigo,jaune;0.3
Nathan;Nathan de France;1;harrier;orange,violet,jaune;0.7
Sarah;Sarah de Pays-Bas;2;jackrute;violet,vert;8.7
Théo;Théo de Estonie;1;basset_alp;indigo,vert,jaune;17.6
Léa;Léa de Luxembourg;2;basset_alp;jaune,rouge,jaune;1.3
Maël;Maël de Italie;1;akita;violet;15.3
Ethan;Ethan de Espagne;1;tchin;rouge,bleu;2.4
Louise;Louise de Finlande;2;jackrute;rouge,violet,indigo;12.7
Zoé;Zoé de Lettonie;2;dunker;orange;5.0
Manon;Manon de Slovénie;2;caniche;jaune,violet,violet;9.5
Ethan;Ethan de Slovénie;1;kangai;vert;1.9
Lilou;Lilou de Irlande;2;maltais;indigo,indigo;16.4
Hugo;Hugo de Chypre;1;berger_all;indigo;2.6
Clara;Clara de Malte;2;ovtccau;rouge;8.2
Lilou;Lilou de Chypre;2;tchin;vert;18.0
Romane;Romane de France;2;labrador;orange,rouge;19.6
Ethan;Ethan de Chypre;1;ovtccau;violet,jaune;15.6
Emma;Emma de Belgique;2;caniche;bleu,bleu;11.0
Adam;Adam de Grèce;1;berger_all;bleu,vert;17.2
Ethan;Ethan de Grèce;1;akita;rouge,vert;13.9
Léna;Léna de Lettonie;2;danois;orange;7.2
Lina;Lina de Italie;2;kangai;orange,violet;17.7
Noah;Noah de Slovaquie;1;labrador;orange,vert,indigo;7.2
Chloé;Chloé de Belgique;2;labrador;bleu,orange,jaune;10.8
Eva;Eva de Slovaquie;2;akita;jaune;7.6
Hugo;Hugo de Slovénie;1;iriredse;indigo,orange,violet;15.4
Louna;Louna de Irlande;2;iriredse;jaune,indigo;19.7
Lilou;Lilou de France;2;iriredse;orange;0.1
Lola;Lola de Finlande;2;westie;rouge,jaune;12.2
Sarah;Sarah de Slovénie;2;iriredse;vert;8.1
Enzo;Enzo de Italie;1;caniche;violet,vert;3.1
Lina;Lina de Lettonie;2;caniche;jaune,jaune,bleu;15.2
Hugo;Hugo de France;1;akita;indigo,indigo,rouge;17.7
Jade;Jade de Malte;2;caniche;violet,indigo;9.1
Léa;Léa de Espagne;2;iriredse;indigo,vert,rouge;12.8
Nathan;Nathan de Autriche;1;ovtccau;rouge,violet;3.7
Alice;Alice de Finlande;2;danois;bleu,jaune;5.1
Théo;Théo de Luxembourg;1;akitinu;jaune,violet;7.9
Mathis;Mathis de Portugal;1;akita;violet,jaune;2.9
Lucas;Lucas de Chypre;1;kangai;vert,indigo,rouge;16.3
Adam;Adam de Grèce;1;harrier;rouge,orange;3.5
Lola;Lola de Italie;2;dunker;jaune;17.0
Adam;Adam de Pays-Bas;1;tchin;vert,rouge,rouge;5.2
Clément;Clément de Slovénie;1;caniche;jaune;17.5
Lola;Lola de Allemagne;2;harrier;indigo,bleu,rouge;5.3
Arthur;Arthur de Italie;1;harrier;orange,bleu;18.7
Lilou;Lilou de Belgique;2;ovtccau;vert,bleu,orange;18.2
Manon;Manon de Italie;2;estrela;rouge,rouge,jaune;7.1
Camille;Camille de Slovaquie;2;estrela;jaune;16.5
Ethan;Ethan de Finlande;1;caniche;violet;16.0
Louna;Louna de Belgique;2;danois;rouge,indigo,vert;13.3
Nathan;Nathan de Grèce;1;harrier;vert,orange;11.4
Chloé;Chloé de Slovénie;2;basset_alp;orange,rouge,rouge;6.9
Raphaël;Raphaël de Slovaquie;1;iriredse;indigo,rouge;6.2
Léo;Léo de France;1;harrier;rouge;12.8
Nolan;Nolan de Portugal;1;dunker;jaune,bleu;1.3
Manon;Manon de France;2;golden_ret;rouge,orange,vert;10.1
Louis;Louis de Slovénie;1;dunker;orange;14.2
Léa;Léa de Belgique;2;ovtccau;orange,violet;19.3
Clément;Clément de Slovénie;1;basset_alp;indigo;0.2
Chloé;Chloé de Slovénie;2;maltais;violet;11.1
Tom;Tom de Slovaquie;1;basset_alp;bleu,rouge,bleu;8.8
Maëlys;Maëlys de Autriche;2;maltais;bleu;3.1
Jules;Jules de Allemagne;1;caniche;orange,vert;5.6
Léa;Léa de Chypre;2;rottweiler;violet,vert;3.1
Adam;Adam de Luxembourg;1;harrier;bleu;8.9
Maëlys;Maëlys de Grèce;2;maltais;orange,jaune,vert;12.9
Noah;Noah de Malte;1;dunker;orange;10.6
Lina;Lina de Slovaquie;2;akitinu;jaune;0.9
Maël;Maël de Portugal;1;danois;vert;13.7
Sarah;Sarah de Espagne;2;danois;vert,vert;5.6
Timéo;Timéo de Belgique;1;caniche;rouge;3.8
Lucas;Lucas de Belgique;1;basset_alp;violet,bleu,bleu;16.1
Raphaël;Raphaël de Slovaquie;1;jackrute;vert,jaune,jaune;8.4
Lola;Lola de Portugal;2;westie;orange,jaune,orange;9.6
Clara;Clara de Finlande;2;tchin;bleu,violet,indigo;15.8
Léna;Léna de Lettonie;2;akitinu;indigo;0.1
Enzo;Enzo de Pays-Bas;1;tchin;rouge,jaune;14.2
Emma;Emma de Luxembourg;2;ovtccau;vert;15.6
Théo;Théo de Belgique;1;rottweiler;violet;9.4
Mathis;Mathis de France;1;ovtccau;orange;17.0
Nolan;Nolan de Italie;1;caniche;indigo,violet;3.1
Clara;Clara de Belgique;2;akitinu;indigo,indigo;18.5
Timéo;Timéo de Grèce;1;labrador;violet,vert,orange;17.0
Clément;Clément de Portugal;1;berger_all;orange,vert;19.3
Arthur;Arthur de Espagne;1;caniche;bleu;6.9
Romane;Romane de Luxembourg;2;caniche;rouge,orange,indigo;8.2
Nathan;Nathan de Estonie;1;jackrute;vert,violet;0.8
Emma;Emma de Portugal;2;jackrute;rouge;10.1
Timéo;Timéo de Italie;1;basset_alp;bleu,indigo;5.7
Manon;Manon de Pays-Bas;2;golden_ret;indigo,jaune,jaune;6.4
Timéo;Timéo de Autriche;1;irisett;indigo,orange,indigo;10.5
Louise;Louise de Slovaquie;2;ovtccau;bleu,bleu;2.3
Lucas;Lucas de Belgique;1;dunker;jaune;11.4
Manon;Manon de Grèce;2;danois;bleu,vert;11.1
Raphaël;Raphaël de Finlande;1;harrier;bleu,rouge,bleu;9.4
Clara;Clara de Luxembourg;2;dunker;jaune;16.6
Inès;Inès de France;2;irisett;orange,orange,indigo;14.4
Alice;Alice de Autriche;2;harrier;jaune,vert,vert;8.0
Tom;Tom de Luxembourg;1;maltais;violet,rouge,violet;14.5
Nolan;Nolan de Portugal;1;berger_all;jaune;16.2
Lilou;Lilou de Chypre;2;ovtccau;vert;0.4
Maëlys;Maëlys de Estonie;2;jackrute;indigo,indigo,rouge;18.8
Emma;Emma de Finlande;2;basset_alp;indigo,jaune;5.7
Clément;Clément de Allemagne;1;danois;indigo,jaune,vert;3.0
Lina;Lina de Italie;2;irisett;vert;5.4
Louis;Louis de France;1;rottweiler;rouge,violet,bleu;16.1
Louis;Louis de Slovaquie;1;basset_alp;violet,orange,indigo;0.9
Tom;Tom de Lettonie;1;caniche;bleu,jaune;4.3
Chloé;Chloé de Allemagne;2;estrela;violet,violet,indigo;15.7
Eva;Eva de Finlande;2;danois;indigo,violet;2.1
Timéo;Timéo de Chypre;1;rottweiler;indigo;15.2
Clément;Clément de Espagne;1;caniche;bleu,orange,indigo;15.9
Lucas;Lucas de Portugal;1;akitinu;orange,jaune;2.2
Clément;Clément de Chypre;1;caniche;rouge;4.6
Raphaël;Raphaël de Lettonie;1;ovtccau;jaune;5.3
Romane;Romane de Slovaquie;2;ovtccau;jaune,jaune,vert;15.9
Ethan;Ethan de Autriche;1;basset_alp;orange,vert,vert;10.3
Manon;Manon de Irlande;2;akitinu;jaune,jaune,rouge;8.5
Gabriel;Gabriel de Slovénie;1;ovtccau;vert,violet,violet;6.8
Chloé;Chloé de Finlande;2;kangai;orange,jaune,rouge;12.5
Enzo;Enzo de Malte;1;caniche;orange;12.3
Enzo;Enzo de Grèce;1;iriredse;jaune,rouge;5.1
Lilou;Lilou de Pays-Bas;2;kangai;violet;19.2
Jade;Jade de Finlande;2;labrador;jaune;1.0
Sarah;Sarah de Autriche;2;akita;indigo,jaune;10.7
Adam;Adam de Malte;1;tchin;violet,bleu,rouge;5.0
Raphaël;Raphaël de Chypre;1;rottweiler;jaune,indigo;15.5
Tom;Tom de Chypre;1;estrela;rouge,violet;17.2
Chloé;Chloé de Lettonie;2;irisett;violet;18.3
Maël;Maël de Allemagne;1;iriredse;bleu,orange,jaune;10.1
Clara;Clara de Slovaquie;2;irisett;vert;16.3
Timéo;Timéo de Espagne;1;westie;rouge,rouge;8.2
Camille;Camille de Belgique;2;tchin;bleu;17.2
Sarah;Sarah de France;2;jackrute;violet,vert;9.4
Ethan;Ethan de France;1;basset_alp;orange,rouge,orange;17.9
Nolan;Nolan de Luxembourg;1;caniche;rouge,bleu;2.1
Chloé;Chloé de Belgique;2;akita;violet;17.3
Eva;Eva de Autriche;2;westie;bleu;2.1
Manon;Manon de Chypre;2;tchin;violet,indigo,violet;10.1
Maël;Maël de Malte;1;caniche;orange,violet,indigo;14.9
Chloé;Chloé de France;2;harrier;jaune,orange,jaune;2.4
Eva;Eva de Pays-Bas;2;jackrute;vert,bleu,indigo;6.5
Maëlys;Maëlys de Allemagne;2;basset_alp;jaune;14.1
Nathan;Nathan de Autriche;1;jackrute;bleu;15.3
Inès;Inès de Estonie;2;akita;bleu;5.3
Emma;Emma de Irlande;2;iriredse;rouge,indigo,indigo;17.7
Noah;Noah de France;1;caniche;bleu,jaune,jaune;4.6
Raphaël;Raphaël de Portugal;1;golden_ret;indigo;8.6
Nathan;Nathan de France;1;dunker;indigo,bleu,jaune;19.8
Léo;Léo de Lettonie;1;maltais;vert,orange,orange;6.8
Nolan;Nolan de Estonie;1;dunker;bleu,violet,vert;19.2
Alice;Alice de Chypre;2;golden_ret;vert,bleu;13.6
Lina;Lina de Malte;2;jackrute;violet,rouge,rouge;8.2
Léa;Léa de Lettonie;2;rottweiler;rouge,orange;13.4
Maël;Maël de Irlande;1;labrador;indigo,indigo;16.9
Jade;Jade de France;2;estrela;vert,jaune;10.3
Nathan;Nathan de Italie;1;irisett;indigo,bleu,vert;8.7
Nolan;Nolan de Allemagne;1;kangai;violet,orange;12.4
Nathan;Nathan de Malte;1;iriredse;jaune,rouge,indigo;12.6
Léna;Léna de Slovaquie;2;dunker;rouge;16.3
Jade;Jade de Espagne;2;caniche;vert,jaune;15.4
Clara;Clara de Malte;2;berger_all;bleu,jaune,orange;4.3
Léo;Léo de Slovaquie;1;tchin;indigo,jaune;14.4
Eva;Eva de Slovaquie;2;danois;rouge;3.9
Jade;Jade de Luxembourg;2;dunker;orange,violet;12.5
Zoé;Zoé de Chypre;2;basset_alp;bleu,orange;13.0
Lilou;Lilou de Belgique;2;ovtccau;violet,indigo;6.4
Camille;Camille de Belgique;2;dunker;vert,indigo,orange;14.7
Jade;Jade de Chypre;2;tchin;bleu,bleu;9.4
Manon;Manon de Autriche;2;berger_all;orange,orange;3.8
Gabriel;Gabriel de Malte;1;estrela;orange,vert,vert;12.7
Louise;Louise de Allemagne;2;harrier;violet;9.6
Maël;Maël de Belgique;1;estrela;rouge,bleu,vert;17.4
Lilou;Lilou de Allemagne;2;estrela;bleu;0.9
Clément;Clément de Lettonie;1;maltais;rouge;1.3
Léna;Léna de Grèce;2;ovtccau;indigo,rouge;13.8
Louis;Louis de Grèce;1;berger_all;violet;2.7
Jules;Jules de Malte;1;berger_all;rouge;17.6
Jade;Jade de Portugal;2;kangai;indigo,indigo;15.0
Adam;Adam de Belgique;1;basset_alp;violet,indigo,bleu;0.1
Ethan;Ethan de Pays-Bas;1;irisett;bleu,jaune,jaune;10.8
Clément;Clément de Pays-Bas;1;tchin;vert,jaune;14.1
Maël;Maël de Belgique;1;maltais;jaune;11.0
Manon;Manon de Malte;2;westie;bleu,violet;19.8
Lilou;Lilou de Autriche;2;basset_alp;jaune;13.4
Tom;Tom de Grèce;1;ovtccau;orange,rouge;17.3
Léo;Léo de Estonie;1;estrela;jaune,violet;1.6
Maël;Maël de Chypre;1;basset_alp;vert,rouge;1.9
Jade;Jade de Grèce;2;caniche;bleu,bleu,orange;5.8
Manon;Manon de Grèce;2;basset_alp;orange,orange;18.3
Romane;Romane de France;2;akita;indigo;10.9
Mathis;Mathis de Portugal;1;jackrute;orange;12.7
Louise;Louise de Grèce;2;caniche;vert;6.4
Clément;Clément de Estonie;1;akitinu;orange,rouge;10.4
Lola;Lola de Luxembourg;2;labrador;rouge;9.0
Noah;Noah de Grèce;1;westie;violet,orange;17.9
Léna;Léna de Slovaquie;2;akitinu;orange,rouge;16.4
Alice;Alice de Autriche;2;harrier;jaune,indigo;5.8
Clara;Clara de Irlande;2;akitinu;bleu,orange,rouge;12.6
Nolan;Nolan de Malte;1;tchin;orange,jaune,bleu;7.6
Zoé;Zoé de Pays-Bas;2;maltais;bleu,vert;19.0
Timéo;Timéo de France;1;rottweiler;jaune;3.3
Manon;Manon de France;2;ovtccau;indigo;8.0
Gabriel;Gabriel de Pays-Bas;1;harrier;indigo,violet;4.4
Hugo;Hugo de Autriche;1;ovtccau;rouge,violet;13.0
Noah;Noah de Autriche;1;akita;violet,orange;15.0
Timéo;Timéo de Malte;1;westie;bleu,vert;11.4
Louise;Louise de Belgique;2;golden_ret;rouge,rouge,vert;10.3
Tom;Tom de Pays-Bas;1;tchin;rouge,bleu,bleu;8.2
Louis;Louis de Slovénie;1;basset_alp;vert,indigo;8.9
Clément;Clément de Espagne;1;rottweiler;jaune;8.0
Noah;Noah de Grèce;1;estrela;orange,orange;14.5
Tom;Tom de Lettonie;1;caniche;orange,vert,jaune;14.4
Nolan;Nolan de Slovaquie;1;berger_all;orange,bleu,bleu;5.7
Zoé;Zoé de Pays-Bas;2;berger_all;jaune,bleu,bleu;3.1
Ethan;Ethan de Slovénie;1;tchin;rouge;17.7
Maëlys;Maëlys de Italie;2;caniche;indigo;4.4
Nathan;Nathan de Espagne;1;tchin;indigo,vert;2.1
Inès;Inès de Portugal;2;rottweiler;violet,orange;6.0
Jules;Jules de Irlande;1;berger_all;jaune,vert,rouge;2.3
Emma;Emma de Autriche;2;akita;bleu;12.0
Gabriel;Gabriel de Irlande;1;danois;jaune,bleu;7.2
Adam;Adam de Espagne;1;rottweiler;violet,orange;9.6
Tom;Tom de Slovaquie;1;akita;rouge,jaune;11.9
Enzo;Enzo de Pays-Bas;1;estrela;orange,jaune;11.2
Noah;Noah de Portugal;1;rottweiler;rouge,orange;3.2
Timéo;Timéo de Malte;1;danois;violet;8.8
Chloé;Chloé de Allemagne;2;jackrute;rouge;2.0
Nathan;Nathan de Espagne;1;estrela;indigo;17.3
Alice;Alice de Portugal;2;golden_ret;rouge,violet;2.3
Tom;Tom de Slovénie;1;danois;bleu,orange,orange;5.2
Camille;Camille de Chypre;2;labrador;orange,orange;10.7
Tom;Tom de Autriche;1;westie;indigo,violet;4.1
Jade;Jade de Allemagne;2;akitinu;violet,jaune,bleu;8.2
Lina;Lina de Chypre;2;maltais;violet,bleu,vert;6.0
Inès;Inès de Allemagne;2;dunker;rouge,indigo;15.2
Timéo;Timéo de Irlande;1;dunker;bleu;12.1
Clément;Clément de Grèce;1;westie;jaune,bleu,rouge;2.8
Louis;Louis de Lettonie;1;westie;rouge;16.9
Louise;Louise de Finlande;2;berger_all;bleu,jaune;8.9
Léa;Léa de Italie;2;tchin;violet,orange;3.7
Emma;Emma de Allemagne;2;harrier;jaune,rouge,jaune;18.4
Maëlys;Maëlys de Slovaquie;2;berger_all;rouge,indigo,indigo;6.4
Raphaël;Raphaël de Lettonie;1;golden_ret;indigo,vert,orange;19.5
Enzo;Enzo de Portugal;1;irisett;rouge,orange,rouge;6.1
Hugo;Hugo de Finlande;1;irisett;rouge,bleu;8.5
Lilou;Lilou de Slovénie;2;kangai;orange,indigo;1.6
Hugo;Hugo de Allemagne;1;dunker;bleu,orange,vert;4.6
Lucas;Lucas de Lettonie;1;rottweiler;rouge,jaune;14.7
Sarah;Sarah de Irlande;2;caniche;orange;4.6
Raphaël;Raphaël de Chypre;1;tchin;orange,vert;14.6
Théo;Théo de Estonie;1;jackrute;violet,orange;17.3
Mathis;Mathis de Autriche;1;iriredse;bleu,orange,jaune;16.6
Clara;Clara de Finlande;2;westie;jaune,indigo,indigo;3.5
Romane;Romane de Espagne;2;irisett;orange,rouge,bleu;10.9
Camille;Camille de France;2;harrier;orange,bleu;2.5
Timéo;Timéo de Malte;1;labrador;bleu;5.2
Zoé;Zoé de Chypre;2;akita;vert,rouge,bleu;13.8
Enzo;Enzo de Chypre;1;caniche;violet,bleu;3.8
Théo;Théo de Chypre;1;westie;vert;17.0
Ethan;Ethan de Slovénie;1;westie;indigo,vert,bleu;16.4
Inès;Inès de Slovénie;2;kangai;jaune,rouge,orange;15.3
Arthur;Arthur de Lettonie;1;berger_all;jaune,indigo,orange;13.2
Jules;Jules de Allemagne;1;estrela;jaune,bleu,bleu;14.9
Jules;Jules de Irlande;1;iriredse;bleu;5.3
Camille;Camille de France;2;iriredse;jaune;6.4
Louis;Louis de Finlande;1;berger_all;orange,jaune,indigo;12.8
Noah;Noah de Espagne;1;berger_all;orange,jaune,indigo;18.2
Clara;Clara de Portugal;2;kangai;vert;11.1
Lilou;Lilou de Slovaquie;2;irisett;jaune,orange,rouge;13.0
Chloé;Chloé de Grèce;2;estrela;bleu;17.8
Louis;Louis de Autriche;1;maltais;rouge;18.2
Gabriel;Gabriel de Grèce;1;estrela;orange;13.1
Nathan;Nathan de Portugal;1;maltais;rouge;12.8
Jade;Jade de Grèce;2;labrador;vert,orange;4.4
Timéo;Timéo de Malte;1;harrier;bleu,indigo;7.3
Louna;Louna de Chypre;2;akitinu;bleu,vert;10.0
Noah;Noah de Slovénie;1;irisett;jaune;19.3
Léa;Léa de Grèce;2;caniche;violet,orange,bleu;6.1
Tom;Tom de Grèce;1;akita;bleu;10.0
Camille;Camille de Luxembourg;2;danois;rouge,jaune;2.0
Nathan;Nathan de Pays-Bas;1;iriredse;bleu,violet;19.9
Emma;Emma de Malte;2;labrador;vert;5.4
Noah;Noah de Allemagne;1;caniche;jaune;13.2
Maëlys;Maëlys de Espagne;2;estrela;vert;0.5
Noah;Noah de Allemagne;1;basset_alp;jaune;2.5
Maëlys;Maëlys de Luxembourg;2;labrador;bleu;17.7
Nathan;Nathan de Chypre;1;danois;rouge,orange;9.9
Léa;Léa de Allemagne;2;akita;vert;14.4
Louis;Louis de Estonie;1;iriredse;vert;12.7
Maëlys;Maëlys de Slovaquie;2;akitinu;violet,vert;15.7
Noah;Noah de Slovénie;1;harrier;violet,violet,indigo;18.4
Maël;Maël de Irlande;1;caniche;violet,indigo;10.0
Sarah;Sarah de Lettonie;2;kangai;rouge,jaune,rouge;19.3
Louna;Louna de Malte;2;maltais;indigo,orange,jaune;14.6
Mathis;Mathis de Autriche;1;berger_all;rouge,vert,vert;13.1
Nolan;Nolan de Slovaquie;1;westie;orange;14.3
Romane;Romane de Chypre;2;westie;orange;9.2
Louna;Louna de Chypre;2;danois;jaune,bleu;2.2
Chloé;Chloé de Belgique;2;golden_ret;vert,jaune;8.3
Louis;Louis de France;1;rottweiler;orange,bleu,rouge;6.1
Louis;Louis de Espagne;1;maltais;orange,orange,indigo;3.6
Lina;Lina de Irlande;2;caniche;indigo,jaune,vert;10.5
Eva;Eva de Estonie;2;basset_alp;violet,bleu;0.1
Alice;Alice de Slovaquie;2;golden_ret;bleu;13.6
Léna;Léna de France;2;akita;indigo;17.2
Nolan;Nolan de Irlande;1;jackrute;indigo,violet,bleu;15.7
Sarah;Sarah de Chypre;2;akita;rouge,orange;8.7
Nolan;Nolan de Allemagne;1;kangai;violet;3.1
Lina;Lina de Lettonie;2;kangai;indigo;11.2
Jules;Jules de Autriche;1;akita;bleu,orange,rouge;15.3
Léna;Léna de Chypre;2;basset_alp;violet,orange,vert;19.5
Théo;Théo de Grèce;1;akitinu;vert,vert,orange;11.7
Lina;Lina de Malte;2;caniche;bleu,rouge,vert;5.1
Léa;Léa de Pays-Bas;2;akitinu;rouge,orange;17.8
Emma;Emma de Finlande;2;caniche;orange,indigo,jaune;10.6
Noah;Noah de Espagne;1;akitinu;bleu,jaune;2.2
Louise;Louise de Slovaquie;2;dunker;jaune,bleu,orange;15.9
Clara;Clara de Pays-Bas;2;dunker;vert,bleu,vert;1.3
Camille;Camille de Chypre;2;berger_all;rouge,vert,rouge;3.1
Louise;Louise de Autriche;2;rottweiler;jaune,bleu,bleu;19.2
Jules;Jules de Allemagne;1;tchin;violet;16.4
Zoé;Zoé de Belgique;2;estrela;violet,bleu;9.5
Louise;Louise de Allemagne;2;harrier;rouge,indigo;19.7
Clara;Clara de Slovaquie;2;basset_alp;orange;16.2
Théo;Théo de Malte;1;harrier;violet,violet,rouge;8.7
Lilou;Lilou de Allemagne;2;akita;jaune;7.0
Louis;Louis de Allemagne;1;kangai;vert,jaune;19.5
Inès;Inès de Pays-Bas;2;golden_ret;orange,indigo;9.3
Nolan;Nolan de Luxembourg;1;dunker;rouge,bleu;1.7
Camille;Camille de Finlande;2;harrier;orange,violet,rouge;16.8
Jules;Jules de Espagne;1;berger_all;indigo,vert,vert;4.7
Mathis;Mathis de Belgique;1;dunker;violet,vert;3.2
Mathis;Mathis de Pays-Bas;1;golden_ret;indigo,indigo;12.6
Camille;Camille de Malte;2;kangai;vert,bleu,indigo;9.5
Jules;Jules de Lettonie;1;westie;violet,orange,vert;13.6
Timéo;Timéo de Luxembourg;1;kangai;bleu,violet,indigo;1.5
Jade;Jade de Pays-Bas;2;ovtccau;indigo,vert,orange;7.0
Léna;Léna de Slovénie;2;westie;violet;19.8
Nolan;Nolan de Irlande;1;iriredse;vert,rouge,violet;6.0
Théo;Théo de Estonie;1;iriredse;bleu;13.8
Nolan;Nolan de Grèce;1;danois;violet,orange;17.6
Emma;Emma de Malte;2;maltais;bleu;14.1
Zoé;Zoé de Slovaquie;2;rottweiler;vert;5.4
Eva;Eva de Estonie;2;labrador;vert,jaune,orange;11.1
Théo;Théo de Italie;1;rottweiler;bleu,violet,bleu;15.2
Louise;Louise de Italie;2;berger_all;violet;9.2
Louis;Louis de Estonie;1;maltais;indigo;18.0
Inès;Inès de France;2;dunker;violet;4.3
Inès;Inès de Belgique;2;rottweiler;violet;5.3
Inès;Inès de Finlande;2;rottweiler;vert,orange,indigo;8.4
Léo;Léo de Belgique;1;estrela;indigo,orange;9.5
Lilou;Lilou de Autriche;2;basset_alp;indigo;10.0
Lucas;Lucas de Lettonie;1;jackrute;orange,vert,orange;14.7
Zoé;Zoé de Slovaquie;2;labrador;rouge,violet,orange;3.4
Arthur;Arthur de Luxembourg;1;irisett;bleu,bleu,indigo;13.9
Chloé;Chloé de Portugal;2;estrela;bleu;8.9
Nathan;Nathan de Luxembourg;1;harrier;jaune,bleu,violet;12.0
Théo;Théo de Belgique;1;ovtccau;indigo,jaune;0.7
Léa;Léa de Irlande;2;golden_ret;orange;9.9
Camille;Camille de Slovénie;2;harrier;indigo,indigo;15.9
Gabriel;Gabriel de Italie;1;tchin;bleu,rouge,bleu;1.9
Léa;Léa de Lettonie;2;irisett;orange,bleu,bleu;0.9
Gabriel;Gabriel de Allemagne;1;golden_ret;indigo,jaune,jaune;15.1
Zoé;Zoé de Pays-Bas;2;westie;orange,rouge,vert;4.7
Timéo;Timéo de Slovaquie;1;basset_alp;jaune,indigo,bleu;18.1
Léo;Léo de Belgique;1;rottweiler;bleu;1.4
Timéo;Timéo de Allemagne;1;berger_all;rouge,violet,indigo;17.3
Alice;Alice de Pays-Bas;2;kangai;indigo,jaune,rouge;4.8
Zoé;Zoé de Luxembourg;2;akitinu;violet,jaune;1.0
Adam;Adam de Finlande;1;rottweiler;indigo,jaune;5.5
Adam;Adam de Irlande;1;labrador;rouge,jaune;5.5
Louna;Louna de Chypre;2;harrier;jaune,jaune;5.2
Emma;Emma de Italie;2;maltais;orange;12.0
Tom;Tom de France;1;kangai;orange;19.2
Louise;Louise de Autriche;2;labrador;jaune;11.4
Lina;Lina de Espagne;2;golden_ret;indigo;19.6
Clara;Clara de Portugal;2;akita;indigo,violet,jaune;1.2
Mathis;Mathis de Pays-Bas;1;basset_alp;jaune,orange;15.7
Gabriel;Gabriel de Chypre;1;tchin;bleu,bleu;7.4
Louis;Louis de Pays-Bas;1;estrela;bleu,bleu,bleu;12.3
Camille;Camille de Finlande;2;harrier;violet,violet,bleu;19.5
Jules;Jules de Grèce;1;basset_alp;violet,vert,orange;19.1
Alice;Alice de Irlande;2;akitinu;vert,rouge,bleu;9.7
Romane;Romane de Luxembourg;2;labrador;rouge,bleu,jaune;1.3
Emma;Emma de Chypre;2;tchin;indigo;1.9
Gabriel;Gabriel de Lettonie;1;caniche;bleu,violet;2.3
Inès;Inès de Malte;2;danois;indigo,bleu,orange;11.8
Manon;Manon de Grèce;2;golden_ret;orange;9.5
Lilou;Lilou de Luxembourg;2;caniche;jaune,violet,rouge;5.0
Louise;Louise de France;2;akitinu;indigo,bleu;6.1
Louis;Louis de Autriche;1;estrela;vert,jaune,violet;10.5
Enzo;Enzo de Luxembourg;1;caniche;indigo;4.2
Alice;Alice de Malte;2;basset_alp;indigo,vert,violet;14.7
Théo;Théo de Portugal;1;danois;violet,orange,rouge;19.2
Romane;Romane de Slovaquie;2;caniche;violet,jaune,violet;3.5
Théo;Théo de Irlande;1;jackrute;indigo;14.7
Louna;Louna de Chypre;2;golden_ret;rouge,vert;4.8
Jules;Jules de Finlande;1;jackrute;orange;13.8
Eva;Eva de Estonie;2;kangai;violet,indigo;1.9
Lina;Lina de Finlande;2;basset_alp;jaune,indigo;4.8
Lucas;Lucas de Chypre;1;basset_alp;violet;5.7
Timéo;Timéo de Slovénie;1;tchin;rouge,vert,violet;17.6
Nathan;Nathan de Finlande;1;akitinu;orange,rouge,orange;9.7
Mathis;Mathis de Portugal;1;maltais;indigo,violet,indigo;9.9
Lola;Lola de Lettonie;2;kangai;violet;7.5
Manon;Manon de Lettonie;2;rottweiler;vert,vert,vert;15.3
Alice;Alice de Malte;2;estrela;jaune;11.2
